time(s)	globalZ	gyroAngle
8.721	0.099155	358.834
8.742	0.077179	358.791
8.763	0.071494	358.738
8.784	0.009659	358.708
8.805	0.001667	358.690
8.826	-0.031796	358.680
8.848	-0.078298	358.668
8.869	-0.113799	358.663
8.890	-0.144763	358.647
8.911	-0.133890	358.615
8.933	-0.043148	358.574
8.953	-0.075968	358.530
8.975	-0.057983	358.484
8.997	0.066932	358.441
9.017	0.008123	358.400
9.039	-0.152413	358.351
9.059	-0.118727	358.296
9.081	-0.031070	358.244
9.102	-0.025597	358.190
9.123	-0.027828	358.138
9.145	0.022318	358.103
9.166	0.021551	358.076
9.187	0.036009	358.065
9.208	0.061154	358.072
9.230	0.073804	358.086
9.250	0.054417	358.082
9.271	0.019504	358.065
9.293	0.107372	358.029
9.314	0.268114	357.982
9.335	0.075830	357.926
9.357	-0.155156	357.889
9.377	-0.015465	357.867
9.399	0.107365	357.840
9.420	0.131233	357.813
9.441	0.476704	357.804
9.462	-0.167669	357.954
9.484	-0.716812	358.183
9.505	-0.613133	358.351
9.526	-0.137341	358.341
9.548	0.150085	358.196
9.590	0.166326	358.171
9.591	-0.017154	358.303
9.611	0.267774	358.521
9.634	0.015089	358.521
9.653	-0.106554	358.525
9.675	-0.084760	358.572
9.695	0.053653	358.662
9.717	0.111035	358.757
9.738	0.153395	358.829
9.759	0.013551	358.890
9.780	-0.183222	358.989
9.801	-0.278412	359.145
9.823	-0.382721	359.412
9.844	-0.596191	359.947
9.867	-0.660025	0.919
9.890	-0.513438	2.061
9.910	-0.097550	4.346
9.930	0.072339	4.346
9.952	0.476869	5.189
9.971	-0.909066	6.179
9.993	-2.183667	6.916
10.013	-1.750268	7.230
10.034	-0.731288	7.385
10.056	-0.666719	7.609
10.077	-0.463046	7.937
10.101	-1.367372	8.193
10.120	-0.412722	8.000
10.143	0.316202	7.225
10.162	1.123728	6.092
10.188	1.049657	5.163
10.204	1.934913	4.719
10.226	1.251386	4.968
10.247	1.097832	5.694
10.268	0.802143	6.286
10.294	1.359021	6.293
10.310	2.139382	6.019
10.332	1.178562	6.048
10.352	0.310009	6.061
10.375	0.723558	5.610
10.395	0.918660	5.062
10.417	0.313742	4.696
10.437	-0.950783	4.164
10.459	0.981164	3.765
10.480	0.946014	3.754
10.501	0.367531	3.530
10.522	0.862527	3.425
10.543	0.344397	4.681
10.564	-0.995917	4.681
10.586	-1.394575	5.158
10.608	0.111098	5.005
10.629	0.678952	4.450
10.651	0.502563	3.944
10.670	-0.117759	3.944
10.692	-0.178198	3.909
10.713	-0.028733	3.997
10.735	-0.160527	4.234
10.755	0.910601	4.443
10.778	1.463580	4.422
10.798	0.459731	4.352
10.819	-0.514925	4.474
10.842	1.405890	4.542
10.861	0.937435	4.368
10.884	-0.903321	4.182
10.904	-0.934020	4.249
10.926	-0.143294	4.467
10.947	-0.547384	4.577
