time(s)	globalZ	gyroAngle
11.179	0.019923	328.100
11.200	-0.002252	328.091
11.224	0.027293	328.081
11.243	0.095243	328.110
11.266	0.052015	328.113
11.285	0.048630	328.112
11.308	-0.027058	328.115
11.328	-0.074720	328.080
11.348	-0.040147	328.062
11.370	-0.059684	328.050
11.392	0.108105	328.014
11.413	0.152725	327.984
11.433	0.056558	327.984
11.455	-0.070564	327.937
11.476	-0.314211	327.895
11.498	-0.323019	327.895
11.518	-0.123985	327.914
11.540	0.054007	327.901
11.562	0.194829	327.841
11.582	0.153843	327.760
11.603	-0.010419	327.717
11.624	-0.020044	327.709
11.646	0.027457	327.749
11.667	-0.058212	327.749
11.688	-0.150246	327.778
11.710	-0.104288	327.824
11.732	-0.084034	327.891
11.752	-0.056001	327.932
11.774	0.007359	327.979
11.794	0.016777	328.019
11.815	0.065802	328.039
11.836	0.150870	328.078
11.858	0.143854	328.084
11.879	0.013903	328.064
11.900	-0.119928	328.016
11.925	-0.108933	327.970
11.942	0.036276	327.930
11.964	0.098480	327.872
11.984	0.019375	327.817
12.006	-0.067045	327.780
12.027	-0.056251	327.749
12.048	-0.123080	327.702
12.069	-0.236531	327.676
12.092	-0.203806	327.695
12.112	-0.058173	327.725
12.133	0.117113	327.729
12.154	0.212416	327.702
12.175	0.138385	327.650
12.198	0.011992	327.592
12.218	-0.035052	327.552
12.240	-0.031572	327.527
12.260	-0.054456	327.506
12.287	-0.089474	327.495
12.303	-0.010535	327.484
12.324	0.051995	327.474
12.345	0.003559	327.473
12.366	0.012354	327.468
12.387	0.056394	327.459
12.408	0.080402	327.461
12.432	0.128063	327.464
12.452	0.128619	327.458
12.473	-0.001201	327.441
12.493	-0.097125	327.416
12.515	-0.120162	327.400
12.536	-0.109518	327.401
12.557	-0.074928	327.385
12.578	0.013419	327.365
12.599	0.036052	327.322
12.622	-0.043139	327.322
12.642	-0.036925	327.304
12.665	-0.103953	327.290
12.684	-0.108023	327.300
12.707	0.086075	327.300
12.727	0.206235	327.313
12.748	0.088788	327.313
12.769	0.029689	327.218
12.790	-0.058172	327.218
12.812	-0.198998	327.185
12.832	-0.212022	327.173
12.854	-0.145654	327.192
12.875	-0.133793	327.220
12.896	-0.080918	327.250
12.917	0.163911	327.290
12.939	0.248313	327.324
12.960	0.218319	327.346
12.982	0.093767	327.354
13.002	0.034637	327.363
13.024	0.059733	327.377
13.045	0.054705	327.380
13.066	0.079496	327.385
13.087	-0.002963	327.388
13.108	-0.070833	327.390
13.129	-0.062237	327.389
13.152	0.044233	327.389
13.173	0.103793	327.384
13.196	0.008517	327.381
13.215	-0.047895	327.401
13.235	-0.087835	327.426
13.256	-0.191623	327.469
13.277	-0.018956	327.528
13.299	0.261054	327.589
13.320	0.263224	327.634
13.342	0.152900	327.639
13.363	-0.118648	327.609
13.384	-0.118339	327.580
13.405	-0.001483	327.570
13.426	0.039384	327.568
13.448	0.082060	327.570
13.469	0.167080	327.572
13.490	0.159535	327.572
13.512	0.060083	327.574
13.532	-0.075194	327.577
13.553	-0.223432	327.581
13.575	-0.102432	327.596
13.595	0.128149	327.616
13.617	0.146129	327.632
13.638	0.022252	327.641
13.659	-0.071209	327.651
13.682	0.028118	327.655
13.702	0.138749	327.661
13.723	0.108220	327.659
13.744	0.069739	327.660
13.765	-0.014206	327.667
13.786	0.057181	327.689
13.807	0.075468	327.705
13.829	-0.189247	327.706
13.850	-0.236891	327.727
13.873	-0.038390	327.760
13.892	0.084448	327.771
13.915	0.120154	327.742
13.935	0.131728	327.688
13.957	-0.023884	327.635
13.977	-0.166840	327.614
13.998	-0.097543	327.628
14.019	-0.026663	327.648
14.043	0.054694	327.715
14.062	0.081327	327.715
14.083	0.112549	327.773
14.106	0.068139	327.816
14.126	-0.044033	327.827
14.149	-0.116489	327.825
14.168	-0.161139	327.831
14.189	-0.049603	327.849
14.212	0.080157	327.868
14.232	0.056882	327.874
14.252	-0.051704	327.868
14.274	-0.133914	327.861
14.295	-0.064530	327.851
14.316	-0.038114	327.839
14.338	0.053684	327.825
14.359	0.055122	327.817
14.381	-0.044168	327.814
14.402	-0.166317	327.822
14.423	-0.177106	327.858
14.444	0.077518	327.915
14.465	0.227329	327.953
14.486	0.146083	327.948
14.507	-0.043841	327.910
14.528	-0.201954	327.845
14.550	-0.177292	327.786
14.572	-0.151474	327.759
14.592	-0.058082	327.746
14.614	0.118176	327.738
14.634	0.256528	327.735
14.655	0.173925	327.739
14.677	-0.000851	327.742
14.698	-0.036746	327.744
14.719	0.029897	327.741
