time(s)	globalZ	gyroAngle
14.053	1.029334	1.283
14.061	1.570944	1.167
14.081	2.510253	0.937
14.103	2.598428	0.637
14.125	2.325298	0.324
14.145	2.515364	0.324
14.166	2.520890	0.346
14.187	2.356698	0.235
14.208	1.294882	359.895
14.229	-0.282721	359.514
14.251	-1.457714	359.244
14.273	-2.255379	359.171
14.293	-2.250458	359.080
14.314	-1.588336	358.898
14.335	-0.942124	358.720
14.357	-1.115137	358.512
14.378	-1.811591	358.221
14.399	-2.371862	357.851
14.420	-2.799487	357.407
14.443	-2.600880	357.068
14.463	-2.059719	356.855
14.497	-1.113708	356.720
14.533	-0.502550	356.738
14.534	-0.360414	356.787
14.560	-0.261450	356.739
14.570	-0.043131	356.631
14.589	0.695403	356.552
14.611	1.674397	356.497
14.634	2.768508	356.484
14.653	3.846814	356.793
14.675	3.035801	357.526
14.695	1.728017	358.322
14.717	2.413258	358.854
14.738	3.446274	358.854
14.759	2.524758	358.967
14.780	0.549082	359.232
14.803	-0.605668	359.684
14.823	-1.197123	0.156
14.844	-1.359238	0.592
14.865	-1.322368	1.157
14.886	-1.195063	1.841
14.910	-1.360968	2.607
14.929	-1.555878	3.356
14.952	-1.603848	4.055
14.971	-1.694572	4.724
14.993	-1.550428	5.346
15.014	-1.489808	5.920
15.035	-1.661101	6.382
15.056	-1.460986	6.632
15.077	-0.816580	6.635
15.102	-0.456313	6.363
15.126	-0.545248	5.703
15.142	0.130003	4.897
15.163	1.600665	4.263
15.184	2.582303	3.735
15.205	3.846295	3.033
15.235	4.282585	2.193
15.247	3.243734	1.481
15.268	3.124815	0.910
15.289	3.311939	0.748
15.311	2.673913	0.562
15.333	-0.345581	359.992
15.353	-2.553113	359.383
15.374	-2.693735	359.096
15.395	-2.070777	359.354
15.424	-3.713010	0.124
15.437	-4.135062	0.416
15.459	-3.690013	0.076
15.480	-2.113130	359.359
15.501	-1.447351	358.411
15.523	-1.513471	357.214
15.543	-1.252834	355.654
15.565	-0.596308	354.184
15.586	-0.077291	353.161
15.609	0.412176	352.756
15.628	0.615943	352.809
15.651	0.087742	352.798
15.671	-0.666092	352.349
15.693	0.594509	352.083
15.713	2.380026	352.541
15.734	2.410019	353.036
15.756	1.762085	353.326
15.777	2.385982	353.532
15.798	3.832408	353.848
15.819	5.172453	354.326
15.841	5.316111	354.785
15.863	3.134333	355.105
15.884	0.096451	355.391
