time(s)	globalZ	gyroAngle
14.729	0.210576	325.366
14.749	0.195571	325.411
14.772	0.247120	325.482
14.791	0.218388	325.640
14.813	0.394948	325.850
14.835	0.262416	325.979
14.856	0.190451	326.071
14.876	-0.127648	326.165
14.897	-0.019754	326.290
14.919	0.120722	326.451
14.940	-0.245218	326.619
14.964	-0.392927	326.789
14.982	-0.114620	326.953
15.005	0.106492	327.113
15.025	-0.049075	327.242
15.047	-0.126348	327.336
15.067	0.219260	327.491
15.089	0.450862	327.814
15.110	0.371664	328.177
15.131	0.098591	328.496
15.152	0.205078	328.788
15.175	0.504520	329.386
15.195	0.540419	329.386
15.215	0.313257	329.781
15.237	-0.326581	330.164
15.258	-0.415419	330.546
15.281	-0.146904	330.845
15.300	-0.149948	330.995
15.322	-0.207754	331.000
15.343	-0.119343	330.835
15.365	0.003410	330.556
15.385	-0.289266	330.579
15.406	0.205236	330.565
15.428	0.370060	330.482
15.487	0.309564	330.354
15.488	-0.219049	330.298
15.495	-0.323732	330.174
15.516	-0.161753	329.972
15.535	-0.093996	329.725
15.557	0.019951	329.506
15.576	0.111024	329.400
15.597	-0.007550	329.370
15.618	-0.329205	329.348
15.640	-0.444666	329.298
15.661	-0.239704	329.227
15.682	-0.052306	329.148
15.705	0.027553	329.142
15.725	0.117250	329.162
15.746	0.084500	329.114
15.768	0.009357	328.811
15.788	-0.015287	328.811
15.809	0.066911	328.687
15.830	0.224837	328.652
15.852	0.117220	328.623
15.873	-0.059203	328.504
15.898	-0.033238	328.328
15.915	0.018648	328.159
15.937	-0.071131	328.038
15.958	-0.146856	327.941
15.981	-0.041483	327.858
16.001	0.192580	327.781
16.023	0.052170	327.642
16.042	-0.136299	327.468
16.065	-0.022029	327.330
16.085	0.083457	327.250
16.106	-0.047475	327.202
16.127	-0.053224	327.160
16.148	0.071229	327.116
16.215	0.102247	327.073
16.216	0.112203	327.024
16.217	0.051709	326.989
16.235	-0.112457	326.950
16.255	-0.177620	326.889
16.276	-0.049708	326.893
16.297	-0.016096	326.891
16.318	-0.077675	326.865
16.339	-0.052169	326.854
16.361	0.106268	326.803
16.382	0.164518	326.761
16.403	-0.009482	326.709
16.426	-0.059289	326.647
16.445	-0.044009	326.649
16.467	-0.081156	326.677
16.488	-0.002813	326.667
16.509	0.057307	326.669
16.530	0.088468	326.674
16.552	-0.067591	326.657
16.573	-0.338050	326.659
16.595	-0.173063	326.672
16.616	0.157846	326.692
16.636	0.170223	326.756
16.657	-0.042608	326.738
16.678	-0.077439	326.694
16.700	-0.052779	326.682
16.721	-0.043330	326.673
16.742	-0.057382	326.621
16.763	-0.135531	326.549
16.785	0.049076	326.501
16.806	0.344126	326.517
16.836	0.102917	326.538
16.867	-0.052082	326.550
16.872	0.106096	326.566
16.894	0.086887	326.486
16.913	0.065056	326.339
16.933	0.120713	326.299
16.955	0.017065	326.311
16.975	-0.250159	326.319
16.996	-0.287368	326.309
17.017	-0.116690	326.258
17.039	-0.137466	326.237
17.060	-0.112875	326.223
17.082	0.048973	326.215
17.102	0.019199	326.218
17.125	0.001541	326.198
17.146	0.090622	326.198
17.166	0.225974	326.186
17.189	0.134363	326.180
17.208	0.212882	326.184
17.230	0.017536	326.161
17.251	-0.186006	326.163
17.272	-0.162122	326.157
17.293	-0.075096	326.137
17.314	-0.074381	326.108
17.335	-0.144692	326.073
17.356	0.029491	326.054
17.379	0.064273	326.036
17.399	0.043951	325.995
17.420	0.071546	325.934
17.441	0.247531	325.893
17.464	0.153049	325.868
17.485	-0.023138	325.872
17.505	-0.064122	325.867
17.526	0.009537	325.835
17.547	0.019807	325.804
17.576	-0.099513	325.829
17.590	-0.233317	325.853
17.613	-0.246687	325.813
17.633	-0.168009	325.549
17.655	-0.023931	325.549
17.675	0.060928	325.380
17.697	0.044202	325.270
17.717	-0.033950	325.151
17.738	0.100996	325.027
17.760	0.186051	324.913
17.781	0.098258	324.803
17.802	0.135148	324.706
17.823	0.257717	324.631
17.846	0.154880	324.554
17.866	0.152261	324.465
17.888	0.092738	324.372
17.909	-0.094015	324.202
17.929	-0.090286	324.202
17.950	0.060214	324.119
17.971	0.038839	324.019
17.993	-0.098533	323.969
18.015	-0.335330	323.958
18.035	-0.482728	323.947
18.059	-0.423735	323.925
18.079	-0.126827	323.926
18.099	-0.071976	323.969
18.121	0.175198	324.002
18.141	0.407659	324.037
18.163	0.463842	324.090
18.185	-0.534106	324.179
18.206	0.293270	324.139
18.226	0.821295	324.139
18.247	-0.006076	324.694
18.269	0.150109	324.694
18.289	0.016917	326.469
18.311	-0.430299	326.138
18.332	-1.115418	325.737
18.355	-0.840038	326.334
18.375	-0.981081	327.194
18.396	-0.153061	328.119
18.417	-0.040123	329.135
18.438	0.058477	330.307
18.459	-0.274916	331.490
18.481	0.188667	332.235
18.501	-0.201808	332.545
18.522	0.133295	332.623
18.546	-0.534180	332.411
18.565	-0.734831	331.822
18.587	-1.055701	331.132
18.608	-1.291158	329.994
18.629	0.149359	328.696
18.650	1.298004	328.250
18.671	0.858760	328.216
18.692	2.309786	328.111
18.715	0.793990	327.980
18.735	-0.046296	327.950
18.756	0.068925	327.843
18.777	0.253010	327.622
18.798	0.336165	327.669
18.820	0.741246	327.796
18.841	1.190157	327.803
18.863	1.035393	327.785
18.883	0.603882	327.837
18.905	0.115108	327.757
18.925	0.383010	327.587
18.947	1.521571	327.514
18.968	0.992573	327.306
18.989	1.542545	326.931
19.010	0.922870	326.747
19.032	0.611150	326.904
19.055	0.720207	327.328
19.075	1.045643	327.809
19.096	1.101802	328.113
19.117	0.715733	328.379
19.138	-0.314890	328.664
19.159	-1.003087	328.888
19.180	-1.064222	329.001
19.205	-0.886169	329.135
19.222	-1.018787	329.313
19.245	-1.228531	329.523
19.269	-1.410654	329.740
19.287	-1.625883	329.809
19.307	-1.817133	329.642
19.329	-1.897467	329.331
19.350	-1.858698	328.965
19.371	-1.922989	328.620
19.392	-1.717186	328.240
19.414	-1.119966	327.860
19.435	-0.325619	327.563
19.456	0.302786	327.406
19.476	0.384154	327.351
19.498	0.538757	327.336
19.521	0.882934	327.388
19.540	1.124802	327.616
19.568	1.268755	327.914
19.583	1.716254	328.157
19.605	2.094682	328.322
19.625	2.592043	328.457
19.647	2.458479	328.615
19.668	1.901014	328.771
19.689	1.491690	328.921
19.710	0.939973	329.078
19.731	0.249762	329.332
19.754	-0.816488	329.640
19.775	-1.579354	329.971
19.796	-1.927382	330.360
19.816	-2.183649	330.848
19.838	-2.209104	331.449
19.858	-1.761972	332.065
19.879	-1.151206	332.557
19.901	-1.044728	332.935
19.922	-1.692244	333.271
19.943	-2.415676	333.621
19.965	-2.091526	333.970
19.986	-1.282752	334.275
20.007	-0.845997	334.537
20.029	-0.237773	334.782
20.049	0.475900	334.945
20.070	0.932455	334.907
20.091	1.136593	334.663
20.113	1.692999	334.306
20.136	1.817301	333.943
20.155	1.544308	333.614
20.176	1.013923	333.233
20.198	0.553974	332.784
20.220	0.731670	332.053
20.240	1.201731	332.053
20.263	2.056022	331.727
20.282	1.618576	331.283
20.305	-0.236548	330.707
20.325	-1.170261	330.097
20.346	-1.002071	329.605
20.367	-0.415528	329.311
20.388	0.301917	329.217
20.409	0.776557	329.252
20.431	0.773058	329.281
20.452	0.276768	329.168
20.476	-0.195201	328.866
20.495	-0.513725	328.395
20.515	-0.802102	327.896
20.538	-0.814338	327.443
20.558	-0.960415	327.062
20.579	-1.228523	326.750
20.600	-1.332089	326.528
20.621	-1.329869	326.377
20.643	-0.978703	326.261
20.665	-0.556677	326.182
20.685	-0.159214	326.158
20.706	0.268272	326.176
