time(s)	globalZ	gyroAngle
19.112	0.252793	2.677
19.133	-0.136725	2.790
19.154	-0.421293	2.859
19.178	-0.426386	2.845
19.198	0.029439	2.791
19.219	0.153910	2.767
19.241	-0.092705	2.874
19.263	-0.287307	2.921
19.284	-0.407735	2.921
19.304	-0.313908	2.922
19.326	0.001747	2.902
19.348	0.281200	2.865
19.368	0.174967	2.819
19.392	0.105500	2.771
19.411	0.173454	2.708
19.435	0.214111	2.522
19.454	0.114289	2.522
19.482	0.114018	2.404
19.500	0.305675	2.274
19.519	0.339328	2.170
19.540	0.315741	2.059
19.561	0.161467	1.912
19.582	-0.076385	1.775
19.605	-0.257997	1.664
19.625	-0.326872	1.586
19.647	-0.172129	1.491
19.667	-0.027287	1.491
19.690	0.153403	1.442
19.710	0.311006	1.381
19.732	0.463073	1.313
19.753	0.334669	1.244
19.776	-0.001615	1.174
19.796	-0.285635	1.124
19.819	-0.180055	1.071
19.839	0.148299	1.071
19.862	0.673013	1.037
19.882	0.757757	0.986
19.903	0.800706	0.933
19.924	0.433660	0.901
19.948	0.163440	0.887
19.967	0.566334	0.870
19.990	1.429853	0.697
20.010	1.661098	0.697
20.033	1.233138	0.697
20.052	0.641595	0.616
20.074	0.061351	0.685
20.096	0.171404	0.731
20.120	0.651854	0.722
20.139	0.539354	0.715
20.159	0.090848	0.799
20.181	-0.318125	1.010
20.202	-0.522492	1.262
20.224	-0.299344	1.451
20.246	0.081705	1.587
20.266	-0.044807	1.776
20.288	-0.549757	2.068
20.309	-0.753770	2.326
20.331	-0.586122	2.476
20.352	-0.253580	2.558
20.373	-0.376973	2.602
20.402	-0.926608	2.651
20.418	-1.051978	2.883
20.439	-0.798197	2.883
20.459	-0.279533	2.989
20.481	-0.071934	3.101
20.502	-0.269612	3.300
20.523	-0.722914	3.609
20.546	-0.842539	3.943
20.566	-0.792403	4.216
20.587	-0.846001	4.462
20.609	-0.811341	4.751
20.630	-0.528901	5.056
20.651	-0.521575	5.295
20.673	-0.700794	5.460
20.701	-0.863429	5.602
20.716	-0.946131	5.763
20.738	-0.945108	5.919
20.759	-0.731924	5.966
20.780	-0.586876	5.966
20.803	-0.469567	5.875
20.823	-0.511388	5.809
20.844	-0.623436	5.810
20.866	-0.760838	5.819
20.887	-0.784771	5.795
20.908	-0.675328	5.741
20.929	-0.425965	5.688
20.952	-0.275535	5.658
20.973	-0.348186	5.620
20.996	-0.476056	5.555
21.015	-0.350420	5.555
21.038	0.000640	5.401
21.060	0.123937	5.326
21.079	-0.059984	5.316
21.102	-0.189848	5.359
21.122	-0.113915	5.417
21.144	-0.071116	5.468
21.165	-0.067951	5.504
21.186	-0.089509	5.557
21.208	-0.091849	5.644
21.229	-0.193065	5.740
21.251	-0.238257	5.791
21.272	-0.238980	5.819
21.293	-0.257122	5.878
21.315	-0.222046	5.954
21.336	-0.072400	5.977
21.359	-0.083204	5.913
21.379	-0.125618	5.913
21.401	-0.129229	5.744
21.421	0.117812	5.744
21.443	0.003304	5.662
21.464	-0.196393	5.661
21.486	-0.190292	5.647
21.508	0.156384	5.594
21.528	0.400142	5.537
21.550	0.223630	5.552
21.571	-0.080825	5.638
21.592	-0.024162	5.718
21.614	0.333966	5.681
21.635	0.606374	5.530
21.659	0.405856	5.417
21.679	-0.040360	5.422
21.699	-0.187059	5.465
21.721	0.210465	5.425
21.742	0.463815	5.284
21.764	0.515943	5.134
21.785	0.310332	5.030
21.807	0.109067	4.972
21.828	-0.043286	4.940
21.849	-0.096772	4.907
21.871	-0.038254	4.883
21.892	-0.106713	4.926
21.914	-0.120390	5.156
21.935	-0.105737	5.156
21.958	-0.166185	5.251
21.979	-0.179183	5.315
21.999	-0.215747	5.323
22.020	-0.033157	5.293
22.041	-0.104859	5.232
22.063	-0.244137	5.183
22.084	-0.473594	5.183
22.105	-0.533264	5.259
22.127	-0.414006	5.308
22.148	-0.180931	5.336
22.170	-0.078838	5.329
22.191	-0.155023	5.276
22.213	-0.278841	5.200
22.234	-0.083401	5.110
22.255	0.292096	5.002
22.279	0.501239	4.861
22.299	0.493896	4.662
22.321	0.250164	4.394
22.341	-0.124264	4.140
22.362	-0.406979	3.987
22.384	-0.433294	3.894
22.405	-0.326530	3.811
22.426	-0.282492	3.706
22.448	-0.533917	3.628
22.470	-0.707431	3.608
22.490	-0.359552	3.590
22.512	0.331142	3.497
22.533	0.717235	3.497
22.555	0.827196	2.576
22.578	0.829447	2.576
22.599	0.773420	2.362
22.619	0.787016	2.209
22.640	0.768321	2.043
22.662	0.295411	1.865
22.683	-0.331090	1.790
22.704	-0.638996	1.826
22.726	-0.412583	1.869
22.747	-0.057494	1.710
22.769	0.399256	1.710
22.790	0.559120	1.611
22.811	0.224039	1.548
22.833	-0.085534	1.458
22.855	-0.114096	1.267
22.875	0.180229	0.972
22.898	0.269629	0.706
22.919	0.203222	0.510
22.940	0.055145	0.510
22.961	-0.113592	0.419
22.982	-0.111880	0.204
23.004	-0.035765	359.966
23.026	0.162460	359.799
23.047	0.252728	359.677
23.068	0.229940	359.514
23.089	0.245109	359.263
23.111	0.329090	358.962
23.132	0.180530	358.681
23.153	-0.216522	358.489
23.176	-0.369585	358.385
23.200	-0.164017	358.276
23.218	0.085888	358.119
23.239	0.214774	357.973
23.261	0.172032	357.869
23.282	0.050206	357.794
23.303	-0.099792	357.741
23.326	0.165150	357.686
23.346	0.419614	357.594
23.368	0.489539	357.467
23.389	0.201570	357.357
23.410	-0.262980	357.284
23.432	-0.438626	357.202
23.453	-0.430029	357.114
23.475	-0.299207	357.045
23.496	-0.144107	357.019
23.519	0.015855	356.972
23.539	-0.041029	356.972
23.560	-0.105337	356.886
23.583	0.110898	356.806
23.603	0.311683	356.764
23.625	0.287391	356.749
23.646	0.099754	356.755
23.667	-0.076361	356.757
23.688	-0.117111	356.680
23.710	-0.113678	356.680
23.732	-0.192067	356.695
23.752	-0.199919	356.750
23.774	0.130692	356.806
23.795	0.402629	356.829
23.818	0.424943	356.815
23.839	0.284297	356.798
23.859	0.127734	356.777
23.881	-0.114013	356.761
23.902	-0.281407	356.757
23.924	-0.253252	356.751
23.945	-0.083091	356.699
23.966	0.027998	356.699
23.988	-0.130291	356.637
24.009	-0.375453	356.604
24.031	-0.415888	356.621
24.052	-0.109518	356.654
24.073	0.370649	356.644
24.095	0.556728	356.566
24.116	0.218459	356.445
24.140	-0.245256	356.373
24.161	-0.351859	356.373
24.181	-0.171041	356.368
24.202	0.101868	356.326
24.223	0.250593	356.298
24.244	0.129669	356.327
24.266	0.051147	356.395
24.288	-0.014050	356.435
24.308	0.156353	356.429
24.330	0.387111	356.412
24.352	0.342346	356.418
24.373	0.056688	356.451
24.394	-0.136929	356.507
24.416	-0.058721	356.551
24.438	0.031996	356.571
